用户名,评论时间,IP属地,点赞数量,评论内容
小别兔别又别,2023.07.17,未知,1,一次性内裤真的不行，之前穿了嫚熙大半年，结果有次拆了一条准备穿发现裆部是黄的，好恶心啊，都有阴影了，果断换成普通内裤。
苹果儿,2023.07.17,未知,0,求店铺链接[飞吻R]
陌陌左右娜娜米,2023.07.17,未知,0,用穿久了的旧内裤就可以啊，没必要特地买超便宜的质量没保证的内裤
123456789,2023.07.17,未知,0,我不敢用一次性的内裤，总觉得不洗不放心。一次性内裤看着也是布的，生产以及包装过程中真的干净嘛[失望R]
周小鸭,2023.07.17,未知,0,@奶酪儿
抹绿,2023.07.17,未知,0,求推荐
路路通,2023.07.17,未知,0,浦东的内裤应该比七浦路的贵很多
复方甲氧那明,2023.07.17,未知,1,一次性内裤有怪怪的味道 那种化学品的味道
momo,2023.07.17,未知,0,我就想知道28块钱14条内裤是在哪里买的？[害羞R]求推荐
迷迷糊糊胡萝卜?,2023.07.17,未知,2,一次性内裤穿了五六年了 一次旅游穿过之后直接爱上
小五酱,2023.07.17,未知,1,一次性内裤对我来说姨妈期好伴侣。沾血了就扔了，省去洗内裤的烦恼。所以总的来说成本可以承担，一个月一般就用3-4条封顶。
苏苏吖,2023.07.17,未知,0,我觉得好方便！
月之殷,2023.07.17,未知,2,我在拼多多买到了一条2块多不到3块的内裤，面料凉快，哈哈哈，比我之前买的一次性内裤香多了，又舒服又不嘞
猪脖,2023.07.17,未知,2,真的别太相信网上卖的无菌灭菌一次性内裤！之前去出差买了几条，从第一天穿就开始痒，一直痒到出差回到家，回到家还隔了几天才好，可以带旧的外出，买新的回家，旧的在外用完就可以扔掉了，回到家用新的，阴部敏感的千万别用这个！[失望R]
momo,2023.07.17,未知,0,好像有道理，一次性一条也要四五块
荔枝蒸肉末,2023.07.17,未知,0,便宜的不一定消毒到位了。
哇哦??,2023.07.17,未知,1,一次性内裤都是给男人买了穿，我自己必须穿买回来洗过的。
知否,2023.07.17,未知,0,浦东内裤？第一次听说，哪里有的买[石化R]
sherry,2023.07.17,未知,0,我月子里天天穿一次性内裤。我双十一买的缦熙，差不多2块多一条。算起来一个月也就不到80。突然感觉也还好，从此以后就只穿一次性了，除非有时想穿成套的内衣裤。
momo,2023.07.17,未知,8,看到有人竟然一年四季都穿一次性内裤，所以大家现在都不考虑环保了吗[笑哭R]多浪费资源啊
momo,2023.07.17,未知,2,我买爱慕的一次性内裤，大牌的应该可以
一只柠檬精?,2023.07.17,未知,0,哈哈哈哈哈哈我还在想呢 我们浦东的内裤好？哈哈哈哈
Yuki,2023.07.17,未知,0,[握手R]
瓷娃娃,2023.07.17,未知,0,我都是把那种穿的想扔的内裤放那不穿了，然后旅游的时候拿去穿一条扔一条
momo,2023.07.17,未知,1,我都是趁京东活动的时候囤一次性内裤，袋鼠医生的，两块钱一条
Karoy,2023.07.17,未知,0,所以请问哪里能批发价买一次性内裤呢哈哈哈
残照,2023.07.17,未知,0,内裤不是要定时更换么，把之前打算丢的攒着，旅游出去的时候穿，穿一条丢一条，刚刚好[笑哭R]
海带,2023.07.17,未知,0,买
林峯前女友,2023.07.17,未知,1,我孕晚期都是穿一次性内裤，很干净也没有不舒服，买过十月结晶和袋鼠医生都挺好的
゛?喜爱 。,2023.07.17,未知,1,我出去旅游穿过几天 emmm[萌萌哒R]切身体会就是不灵 买的还是产后护理那个级别的那种  劝大家还是穿平时旧了的吧
爱喝矿泉水的万弋逸祎,2023.07.17,未知,0,植护的一次性内裤很便宜，而且是纯棉的
可不可以不喜欢下雨天,2023.07.17,未知,1,@Utopia
早早早早早早点退休,2023.07.17,未知,0,[捂脸R]我是穿安心裤
rui,2023.07.17,未知,0,一次性的还要洗吗？我都是直接穿呢
是酱子呀,2023.07.17,未知,0,[暗中观察R]一个新思路冬天不出汗的话就加个小护垫
十万八千,2023.07.17,未知,0,网上买的么
发财,2023.07.17,未知,0,在哪买的啊，我没找到这么便宜的
绿色宝剑?吐码透（人人爱,2023.07.17,未知,47,我穿一次性内裤三年了，没有yd炎没有任何妇科疾病，每天换一条，对我来说绝对比非一次性干净多了，尤其我经常出差还可能出长差。我用的牌子是口袋旅行嫚熙全棉时代（全棉时代最近被我淘汰了[笑哭R]太不贴合了），均价一条应该也就3－5块，赚多点钱不就是为了提高生活质量嘛[笑哭R]我觉得这个钱花的挺值的。至于灭菌这个事，我确定正规厂家出厂前都会灭菌，只是彻不彻底的问题，但是自来水洗液手洗内裤的盆之类的这些也都不能保证完全灭菌吧？常穿一次性内裤得病的人我觉得与其反思内裤不如反思一下私生活，真的有太多比内裤更容易让你得病的东西了[笑哭R]
渔人?,2023.07.17,未知,1,我是带旧的内衣裤出门，穿完直接扔了
绾青鸢,2023.07.17,未知,0,我买了一次性内裤，灭菌的，但是我全部拆开，洗了，大太阳暴晒。然后再穿
?J33,2023.07.17,未知,1,买母婴用品的一次性内裤
折纸雾绘,2023.07.17,未知,0,。。。懒得洗可以拿回家放洗内衣的洗衣机洗，自己本身没病的话，放几天再洗内裤也没事的
咕噜咕噜嘿,2023.07.17,未知,0,我宁可穿旧的丢掉，新买来的哪怕一次性，也并不是都生产过程无菌处理，不洗过，我不行
Kong-,2023.07.17,未知,0,@wan-
要来一口西瓜吗,2023.07.17,未知,1,@蒸饺一坨
Lynn,2023.07.17,未知,7,买一次性不是因为杀菌过不用洗吗 这种还得提前洗
fanfan,2023.07.17,未知,0,@咸蛋黄夹馨
别月夜恋清晖,2023.07.17,未知,0,挺好，洗了晾干，带路上，穿一天扔一条。
?sea,2023.07.17,未知,0,一次性内裤买过袋鼠医生，海氏海诺，爱慕，蕉内，拆开洗一遍再穿，几年了目前没啥问题。
玖拾元的芝麻狐,2023.07.17,未知,0,我买的1.5一条，感觉挺好的
静静爱手工,2023.07.17,未知,0,一次性内裤，袜子，压缩毛巾，感觉还是有用的。如果有空洗可以不穿，个人觉得只是晒在酒店卫生间阴干，细菌也多。还不如穿一次性吧[笑哭R]
珍珍,2023.07.17,未知,0,我不想穿的内外衣裤都留在旅游穿了就不要了
夕拾,2023.07.17,未知,1,这个内裤很脏的，哪里可以叫一次性
LQ,2023.07.17,未知,0,去新疆的话，晚上洗的内裤早上应该能干了
咩咩咩咩咩,2023.07.17,未知,0,请问这么便宜的内裤哪里买啊？？？
往期,2023.07.17,未知,0,穿一次性内裤好方便感觉离不开了，正常内裤手洗反而没那么干净
虽然菜但是卷,2023.07.17,未知,0,srds一次性内裤就是纯棉的啊[笑哭R]
biu~,2023.07.17,未知,0,普通内裤要洗了才能穿啊，一次性不就是图的方便[笑哭R][笑哭R]
以木,2023.07.17,未知,0,哪里买的纯棉内裤推荐一下，我也有这打算
请叫我猪猪阿姨,2023.07.17,未知,0,链接在哪里，没翻到[笑哭R]
奥莉奥,2023.07.17,未知,0,有很多纯棉一次性内裤啊 袋鼠医生就有
懒猫,2023.07.17,未知,1,我每次都是带旧内裤，用完一扔
千轩樱,2023.07.17,未知,0,普通内裤买回来能直接穿吗[笑哭R]
狗狗,2023.07.17,未知,0,一次性内裤霉菌多的不得了[偷笑R]脏[笑哭R]
momo,2023.07.17,未知,0,那袜子怎么办 有一次性袜子吗
momo.Ko,2023.07.17,未知,1,有纯棉的一次性内裤啊，也是大概2元一条。经常买的。你家的网络是不是没通
炒喜欢芋泥,2023.07.17,未知,1,@s'obiygnaW 好家伙我去买了
秋水叔,2023.07.17,未知,1,14条28元的纯棉，感觉棉的钱都不够吧[暗中观察R]
??,2023.07.17,未知,5,一次性内裤不用洗吗？[笑哭R]我接受不了内裤不洗就直接穿
暖?,2023.07.17,未知,0,有链接吗[派对R]
用户已注销,2023.07.17,未知,0,我才不让别人帮我洗，所谓无菌大牌，我也不知道是不是真的，这不是钱的事，更不是贵就肯定无菌，没有这种道理，我宁愿自己洗，洗干净就好了，自己的身体自己负责
羊阳得意?,2023.07.17,未知,0,一次性内裤会有荧光增白剂吗？
是头头呢,2023.07.17,未知,0,有链接不[害羞R]
4U,2023.07.17,未知,3,到底是让买还是不让买
?,2023.07.17,未知,1,但是非一次性你回家不是还要洗一次么，懒。
我要做大哥,2023.07.17,未知,0,只要出去旅游就穿一次性内裤，最长的一次旅行连续穿了一个月，买过好多牌子，便宜的贵的都有，没出现过不舒服的问题，就是费钱[捂脸R]
早日退休,2023.07.17,未知,5,有纯棉的一次性内裤
珊瑚豆,2023.07.17,未知,0,穿过一次，痒的受不了，赶紧换下来了
爱笑的眼睛,2023.07.17,未知,0,我都是去拼多多买很多便宜的，月经期穿，然后稍微有点旧就出门穿，一天一条[偷笑R]穿完就扔
玥难玥瑷,2023.07.17,未知,0,天 看完评论区一大堆穿一扔一的，我竟然觉得好不环保[笑哭R][笑哭R]
这个名字萌吗( ????? ),2023.07.17,未知,1,一次性内裤做活动价格也不贵吧[黑薯问号R]
N芝士,2023.07.17,未知,0,常年在穿 有时光这个牌子的 因为方便 总出差 索性全部一次性了
Benny,2023.07.17,未知,0,现在好的一次性也都是纯棉的
秋田的童话,2023.07.17,未知,0,好多品牌的一次性内裤都是纯棉的了
陪我就像最初相识,2023.07.17,未知,0,姐妹我要求链接呀
SxxL,2023.07.17,未知,1,现在的一次性内裤真的不便宜。我生孩子时候人家都叫我买一次性内裤，但是我发现很多牌子的内裤其实比一次性内裤还便宜[偷笑R]而且还穿得比较舒服，再来如果没弄脏的话可以一直穿啊[偷笑R]
秋天的小穗,2023.07.17,未知,0,这种内裤要提前洗出来，一次性不用，直接穿就好了。不过有些一次性内裤卖的确实太贵了！
超可爱,2023.07.17,未知,0,只要买正规品牌的一次性内裤 就是比普通内裤强百倍 因为用过所以才有资格这么说[微笑R]
可爱的小怪兽,2023.07.17,未知,8,一次性内裤过了这么多人的手，就算他最后杀菌消毒了，可是之前无数的人碰过它，那些人吃饭洗手了吗？上厕所洗手了吗？我之前旅游都穿这个，后来有一天突然想到这个问题，我就没买了[失望R]
一只小锦李,2023.07.17,未知,0,求推荐28元买的14条内裤[笑哭R]我也要出远门
红泥小火炉,2023.07.17,未知,2,之前看一次性袜子，仔细一看这不就是我平时穿的PDD袜子吗?原来别人一次性，我是洗了再洗[偷笑R]
陈小妖,2023.07.17,未知,0,现在的一次性内裤越来越好了，也有都是纯棉的，且都是单条独立封密包装哦，价格也便宜[偷笑R]
Kaho185,2023.07.17,未知,0,我是来蹲链接的……
木兰无心,2023.07.17,未知,0,我出门旅游出差都穿那种纱质感的内裤，晚上洗早上干，两条就能倒过来，目前跑过的城市都没问题，普遍说潮的广东江浙啥的都去过，纯粹就觉着一次性内裤太浪费不环保，也不如自己的内裤舒服
小红薯_9609,2023.07.17,未知,0,我也是这么干的[偷笑R]
mOoOm,2023.07.17,未知,1,这种要先洗吧，和独立密封包装的不一样
宝宝?,2023.07.17,未知,1,我去大西北，买的人家产妇专用的，贼舒服
跳跳?糖,2023.07.17,未知,0,就是求一个丢的心安理得
开水,2023.07.17,未知,0,我买的这个是纯棉的 挺厚实的 对比子初还有一个什么time的便宜
淘淘呦,2023.07.17,未知,5,我一直穿一次性内裤，几年前还有霉菌性阴道炎，后来自己没有了，和内裤有很大的关系，洁丽雅，熙蔓都可以
想吸叽面,2023.07.17,未知,2,我买的是这种一次性内裤，质量还挺好有弹性，不是那种松垮垮薄薄的一层，留着经期穿也很方便
阿葵今天吃什么呢?,2023.07.17,未知,1,我觉得一次性的还可以  但是还有一种退而求其次的方法，内裤贴护垫  护垫换勤一点  这样旅游的时候内裤可以坚持好几天[哭惹R]因为我一次性内裤没带够每天都下一个地方洗了晾不干就这样了[捂脸R][捂脸R][捂脸R][捂脸R]听起来有点恶心但是好用
慢慢卖卖萌,2023.07.17,未知,0,浦东内裤[笑哭R][笑哭R][笑哭R]
米高搓手手,2023.07.17,未知,1,因为浦东内裤要洗晒后穿，一次性内裤可以直接穿。[笑哭R]
阿林,2023.07.17,未知,1,@阿尔泰尔 好好好
momo,2023.07.17,未知,0,[笑哭R]思路打开了，可以买一堆回来用洗衣机加消毒液高温洗，然后烘干用专用箱子保存，另外可以求个图片内裤的链接吗
momo,2023.07.17,未知,0,买过一次一次性内裤独立袋子里有那种米白色的小虫。。。[石化R]
别人生气我不气,2023.07.17,未知,0,[石化R]纯棉内裤这么便宜嘛 有没有关键词指路 我也回国买着旅游边穿边扔
天降茶宝,2023.07.17,未知,1,居然没人知道垫护垫吗，外出我都垫护垫来换[生气R]
小屁,2023.07.17,未知,0,娃前几天比赛 十天左右 一直没离开过我独自在外面 很担心洗衣服的问题 我就去买一次性内裤 发现一次性内裤跟浦东内裤差不多价格啊[失望R]
热心坚果豆市民,2023.07.17,未知,0,但是普通的纯棉内裤穿之前还要洗一遍[捂脸R]
冬祈,2023.07.17,未知,0,白色說不定有螢光劑呢
西巴老马,2023.07.17,未知,1,把以前穿旧的内衣裤攒起来旅游穿，穿完就扔
bhgffcvbfdrhh,2023.07.17,未知,0,你就多带两条平时穿的，你晚上洗澡第二天起来准干，根本不用担心不干[笑哭R]
momo,2023.07.17,未知,0,去新疆3-4小时就干了[笑哭R]
omom,2023.07.17,未知,0,正常内裤是三个月换一批，换下来的这些旧内裤洗干净收起来，下次旅行带着当一次性内裤穿
美丽不打折,2023.07.17,未知,0,一次性内裤打开就穿，普通的还要洗
橘里橘气?,2023.07.17,未知,1,哈哈哈哈，我还在想为什么说是浦东的内裤
不是彼の潘,2023.07.17,未知,1,现在的一次性内裤已经和普通纯棉内裤差不多了，最多就是不考虑洗涤次数腰头会用得比较便宜。
疫情忽然就结束了,2023.07.17,未知,0,还是要考虑一下环保问题
Lori,2023.07.17,未知,1,放下助人情结  尊重他人选择
momo阿尼亚,2023.07.17,未知,0,一次性的最好买灭菌的～家里已经洗好晒好的，就还好
车车不姓车,2023.07.17,未知,0,买了才看到[笑哭R]
睡衣超人,2023.07.17,未知,2,一次性内裤我不穿的原因是我并不相信它杀菌小弟能直接穿
我落泪情绪零碎,2023.07.17,未知,1,我是每次打算出去玩之前，把近期穿的内裤该扔掉的准备好，反正到了该扔的时候，这样也不浪费[大笑R]
旖妮,2023.07.17,未知,0,我早就这么干了，家里穿旧的内衣裤都攒着，双十一、618什么的有特价时囤点，要旅游前算好要带多少，全洗了晒了，比买一次性的好用还更放心，天知道那些一次性的是不是真的干净。
Aaaaaaaakiko,2023.07.17,未知,1,实不相瞒，在新疆，洗完的内裤如果半个晚上还没干透都很难[doge]
一颗小太阳?,2023.07.17,未知,0,我之前手术住院 我妈给我在超市买的某母婴品牌的一次性内裤，直接发炎了[笑哭R]医生让我别穿这种 不一定是不干净也可能是材质过敏吧
小红薯62DDB71F,2023.07.17,未知,0,姐妹们所以有没有内裤内衣安利一下 不要广 学生党[失望R][失望R]
?,2023.07.17,未知,1,口罩都不一定干净更何况一次性内裤[暗中观察R]不敢细想[暗中观察R]
小棉羊,2023.07.17,未知,0,我现在就是在穿这个，确实挺好穿的
?No More?,2023.07.17,未知,5,普通纯棉要买回来洗了才能穿 一次性的都是灭菌包装省了洗短裤那一步[笑哭R]
我没错。,2023.07.17,未知,0,上次买了五条三十，方便携带就忍了[自拍R]
毛球,2023.07.17,未知,1,浦东怎么了？
Mistletoe.,2023.07.17,未知,0,诶？我买的一次性纯棉内裤，折算下来也是5、6块一条呀，而且质量什么的很好
招财进宝,2023.07.17,未知,5,我宁可带这种内裤，提前洗好一天一条，也不怎么敢直接穿一次性的，老感觉不舒服（）
阿伟,2023.07.17,未知,0,存旧的，然后出门一天一扔
RDO,2023.07.17,未知,1,买速干面料的就可以了 一次性不环保
SN,2023.07.17,未知,0,山姆的一次性内裤就是纯棉的
?,2023.07.17,未知,0,这种好垫卫生巾吗
小红薯626A4EE7,2023.07.17,未知,1,全棉时代的一次性内裤，灭菌单独包装的。
momo,2023.07.17,未知,0,现在一次性短裤不都是纯棉的吗，还灭菌，独立包装，不香？
东篱,2023.07.17,未知,1,但一次性的也可以是纯棉的啊。。。
UnA?,2023.07.17,未知,0,好的一次性内裤真的很贵的，是灭菌消毒的，但是现在时间太多便宜的垃圾内裤冒充一次性[doge]
是200斤呀,2023.07.17,未知,0,3天以上的行程可以考虑一次性内裤…焦内的一大包28条可以用1个多月
momo,2023.07.17,未知,0,这个是我平时穿的内裤[石化R][石化R][石化R]
Kepler-186f,2023.07.17,未知,0,蹲蹲店铺
认真写作业,2023.07.17,未知,1,天天一次性内裤的太不环保了，很浪费资源
排队等发财,2023.07.17,未知,1,可是买了普通的得全部洗一遍才能带出去穿 一次性的已经消好毒了呀
朱朱,2023.07.17,未知,0,穿了两年了一直穿，拖不下来了
重口味潘妮,2023.07.17,未知,0,一次性内裤真的很不干净，千万别穿，我有段时间犯懒一直穿一次性的，结果就pp痒，换回自己的内裤以后就好了
___,2023.07.17,未知,6,还有说一次性内裤也要洗的，我想知道卫生巾用之前洗不洗
我真羡慕姐姐,2023.07.17,未知,0,没有旧裤衩嘛[石化R]带出去就当一次性的用好了呀
琦酱kiki,2023.07.17,未知,64,评论真让我不李姐，为什么不买一堆普通内裤洗干净后当一次性用？为了偷一点懒，拿自己的身体健康开玩笑么？[失望R][失望R][失望R]
S.,2023.07.17,未知,0,啊同款同款，复购好多次了[害羞R][害羞R]白色平时穿，黑色姨妈期穿，质量也很可以
婉小主in_seoul,2023.07.17,未知,101,三年一次性内裤使用者[偷笑R][偷笑R]618/双十一就是我囤货滴好日子，每天一条划算下来也不贵呀
明天喝燕麦拿铁,2023.07.17,未知,2,感觉子初挺好穿的[doge]，
猪猪司机,2023.07.17,未知,0,@??
小红薯?,2023.07.17,未知,0,我居然买的也是这个牌子，我说怎么眼熟呢
串串丸子,2023.07.17,未知,0,因为一次性内裤是消毒好的 不用洗
小红薯5CD06CEE,2023.07.17,未知,0,我买的一次性漫熙内裤，4.6元一条，标注了5A灭菌，不知道真假，反正穿着还行[笑哭R]
快到我碗里来,2023.07.17,未知,17,17块钱六条也不贵呀[偷笑R]
Vicky姿儿,2023.07.17,未知,0,难看死了这裤子
毁灭吧,2023.07.17,未知,0,普通的棉质内裤，你买回来要洗的吧
?初橘夢_Orangedream丶,2023.07.17,未知,0,我觉得我买的一次性内裤都还可以 也都是棉的
momo,2023.07.17,未知,0,啥叫浦东的内裤？？
该用户已隐藏用户名了哦,2023.07.17,未知,0,我买过全棉时代的 还好
Mira,2023.07.17,未知,1,宝子，这个有购买链接嘛？
糖豆豆??,2023.07.17,未知,0,我买的一个口罩品牌的纯棉消毒内裤，感觉不错，3块一条吧
miss-bananana,2023.07.17,未知,1,这个！！我买过 巨好用[doge]便宜的时候一块多一条 我一般洗了再穿
冻秋梨子（梅阿密版）,2023.07.17,未知,0,蹲链接
静静?,2023.07.17,未知,0,平时的内裤也是定期更换扔掉，最后一次想扔掉的时候洗干净不穿了，旅游的时候带的都是旧内裤，穿完就扔了[笑哭R]
萬萬,2023.07.17,未知,0,求个图里的链接，姐妹
momo,2023.07.17,未知,0,@我相信光
山一九兮,2023.07.17,未知,0,freego 的平价好用
momo,2023.07.17,未知,0,买回来也要洗
郑允允允浩,2023.07.17,未知,0,新疆这边洗衣服干得很快的[萌萌哒R][萌萌哒R]
小码子bb,2023.07.17,未知,0,一次性内裤对我来说有个比较致命的问题，就是不无痕
说的比唱的好听女士,2023.07.17,未知,9,李佳琦直播间不是经常有活动吗？我寻思三四元一件100%纯棉的 一次性内裤也不算贵了呀  一个月整合一百出头左右 买有品牌大厂的 是消字号就好了 嫚熙 全棉时代 freego 很多选择啊…[笑哭R]
momo,2023.07.17,未知,0,旧内裤不扔，出门旅游带一打，穿一条扔一条，省事
屠苏,2023.07.17,未知,0,我的30，七条一次性的纯棉的，特别舒服，免洗的[赞R]试过一次就一直买那个
? 傅察'''楽楽?,2023.07.17,未知,0,新疆当天洗两个小时就干了[笑哭R]
another world,2023.07.17,未知,0,@cc 你的多少钱
洛yuki,2023.07.17,未知,1,我买过?liomirror的一次性内裤7条28.9 质量真的很好 每次穿完都有点不舍得丢
momo,2023.07.17,未知,0,我都是带准备丢的旧内裤
就是河豚咋啦,2023.07.17,未知,68,现在一次性内裤也是纯棉的，还灭菌，独立包装
王不兜,2023.07.16,未知,0,2块钱的布料有点不放心
焦糖拿不了铁,2023.07.16,未知,0,浦东内裤是一个牌子吗
宁致,2023.07.16,未知,0,纯棉内裤用完丢会有心理负担会有点舍不得?，一次性内裤就不会，我一直用的嫚熙的质量不错（比其他牌子好）
今天拆迁了吗,2023.07.16,未知,1,住酒店晒内裤的办法。如果有阳台没晾衣服的地方就把椅子搬阳台上，然后把内裤放衣架上，钩子钩在椅子背上面。如果没有阳台。就把内裤晒在空调底下。反正空调一直开着，你就踩在凳子上挂空调上。空调一般分2种，一种是在墙里面不是我们家用漏出来，很隐形，只能看见网状的出风口。空调开关在墙上。另外一种就是我们家里卧室用的常规小空调。用遥控开关。出风口的位置，都是可以挂的，吹一晚上就干了。（一年四季没有太阳，空调热风还是冷风，都可以吹干内裤的）如果最后还觉得不太干，就拿吹风机吹一下。（我妈一一直都是晒空调风口的地方）注意，只能晒内裤，可不能晒其他重物。
小黑裙,2023.07.16,未知,0,格局打开
十四只石狮子,2023.07.16,未知,0,思路打开了[笑哭R][笑哭R][笑哭R]  老觉得一次性的不舒服
热汽水,2023.07.16,未知,5,我是穿破内裤去，一天一扔
意迟,2023.07.16,未知,0,有链接吗姐妹
?,2023.07.16,未知,17,嫚熙的一次性内裤yyds穿两年了
但凭弦歌知雅意,2023.07.16,未知,0,找到和我想法一样的了[笑哭R][笑哭R]我就是在拼夕夕的便宜的纯棉内裤。用一条丢一条。
2019?,2023.07.16,未知,4,哇！感谢姐妹，我也不喜欢穿一次性内裤，没有安全感
momo,2023.07.16,未知,0,我已经都换成这类了 而且跟ck比 质感也还好 稍微差了一点点 但价格差很多啊
咖啡不加糖?,2023.07.16,未知,0,一次性内裤高温消毒包装的，不用提前洗啊，还是很方便的
momo,2023.07.16,未知,0,有道理，在哪买批发价的纯棉内裤啊
一依???,2023.07.16,未知,0,弱弱的问浦东的内裤是什么样的内裤[鄙视R][鄙视R][鄙视R]
可可淘淘?,2023.07.16,未知,0,衣服睡前洗早上干，不用浪费钱买了
Echo,2023.07.16,未知,0,因为一次性内裤不用洗而且有消毒啊
折纸雾绘,2023.07.16,未知,0,没懂什么意思，普通的内裤或者旧的内裤不也得洗干净了才能穿吗？[笑哭R]
我爱吃西瓜?,2023.07.16,未知,0,这是什么牌子28块14条可以哈哈哈哈
无聊的崽子,2023.07.16,未知,0,主要是懒得洗，我在家也穿一次性的，太懒了我
Arcadia,2023.07.16,未知,5,什么内裤竟然2块钱一条
?Natalie666?,2023.07.16,未知,3,思路打开了，外面一次性内裤搞活动最便宜也要三块多一条
一棵大树,2023.07.16,未知,2,純棉內褲第一次也要洗呀，經常跑去深圳懶得洗，我買的安可新，一條大概3塊多可以接受，或者用美團用劵買下來5條接近20
自由钢蛋er～,2023.07.16,未知,1,别人去旅游都是美美的，我去都是捡自己的破烂衣服穿（也很美[生气R]），穿脏直接扔
阳,2023.07.16,未知,5,是可以，一次性内裤好点也是纯棉，折合下来一件3.5
百香果女子,2023.07.16,未知,0,买速干内裤，很容易干
杨杨得意呀,2023.07.16,未知,0,新疆衣服干很快，每天换酒店，头一次旅游天天洗衣服的，只有新疆天气可以满足。
萨瓦迪卡,2023.07.16,未知,1,这个价格不敢买啊[笑哭R]
人生体验家,2023.07.16,未知,0,新疆洗衣服可不要太方便，晚上洗早上干
OO,2023.07.16,未知,0,哪家店呀 找不到哇
不知道,2023.07.16,未知,1,去新疆就水洗吧，完全不用担心干不了。
albeey,2023.07.16,未知,1,一次性内裤也是纯棉的啊，怎么可能不透气，主打就是一个省心省力
陈天睡大觉,2023.07.16,未知,0,求个链接！
??,2023.07.16,未知,2,买回来的衣服，都接受不了不洗就穿，所以没用过一次性内裤，旅游还是破裤头方便[笑哭R][笑哭R]
还在浪费时间吗？,2023.07.16,未知,0,和我买的一样 我买的将近三块[笑哭R]
Nancy,2023.07.16,未知,2,好的一次性内裤都是灭菌的，独立包装还不占地方。普通内裤买来还得过水洗了再带。
直线小霸王弯道小王八,2023.07.16,未知,2,摩旅一次以后，就穿一条带一条内裤习惯。新疆的天气，洗澡完搓一下。早上都干透了，还能给房间增加点湿度
介介的快乐生活,2023.07.16,未知,0,我就是穿了一次性内裤过敏了[笑哭R][笑哭R][笑哭R]
?璇儿～,2023.07.16,未知,1,但是不是独立包装没有消毒直接穿也不卫生吧
_0227,2023.07.16,未知,0,[笑哭R]一家三口出去旅游，孩子三岁半。两个大人带破旧的内裤，穿了就扔，孩子的当天洗。家里带了旧的浴巾，孩子擦完，我们再用，然后扔掉。离开酒店的时候，我老公反复问我，这些都不要了吗？
碎,2023.07.16,未知,5,都是带家里旧的短裤 穿一扔一
养乐多多多,2023.07.16,未知,2,一次性内裤很脏的好多小作坊出来的
Phine,2023.07.16,未知,7,歪个楼～看到浦东的内裤还是震惊了一小下[大笑R][大笑R][大笑R]
小红薯6028E3E1,2023.07.16,未知,3,去新疆不用担心衣服不干[再见R][再见R]我刚回来，半宿就干了
Joyce D,2023.07.16,未知,0,哈哈，现在好点的一次性内裤也真是不便宜，你这个提议很好耶
Miss Rainbow,2023.07.16,未知,1,我坐月子的时候用的全棉时代一次性棉内裤，灭菌达标，很好穿。好像单条五块钱？
卷卷,2023.07.16,未知,0,我也是 旧内裤都是最后用了就扔 一次性的主要给朋友来用
泡泡的日常碎碎念,2023.07.16,未知,0,我还买了条一次性浴巾
okfinenp,2023.07.16,未知,0,一次性内裤我会旅行带，但是的确会掉絮絮。拆袋直接用心理上有点信任不过[笑哭R]
从零~~,2023.07.16,未知,0,我出去旅游和在家一样，每天一换一洗，带薄一点的内裤就好了
艳艳仗剑走天下,2023.07.16,未知,1,还在想浦东的内裤是又便宜又好吗[笑哭R]
季灆,2023.07.16,未知,0,气晕了[笑哭R] 之前去旅行穿一次行内裤，y部回来捂出湿疹了
富婆预备役（关注朱令版）,2023.07.16,未知,0,我是把旧内裤洗干净留着，出去玩，穿一条扔一条
Winston的叶子,2023.07.16,未知,0,有浦西的吗？
?Iamunnecessary,2023.07.16,未知,0,纯棉一次性内裤 日抛 因为我懒得洗 穿好几年了
要发财咯,2023.07.16,未知,2,买一次性内裤 不是为了划得来，是不想洗！！！！！
A surfing Bacon,2023.07.16,未知,2,去年北京自驾去三亚 想着一路方便 买了很多一次性内裤 结果我过敏了…穿上就痒 之前又看到新闻说这种材质不干净…再也不敢穿了[笑哭R]
章鱼,2023.07.16,未知,5,一次性内裤也有纯棉的呀
阿蔓莎,2023.07.16,未知,0,我为啥停留在了浦东[石化R][石化R][石化R][石化R][石化R]
?,2023.07.16,未知,0,我现在每天都穿一次性内裤 太方便了！
momo,2023.07.16,未知,1,去新疆完全不用买这么多，哪怕就穿了一条内裤，你回酒店洗了，晚上睡觉的时候都干了[笑哭R][笑哭R]也可以就带一个轮着穿，比在上海屋子里晾两三天干得还透彻
Tina,2023.07.16,未知,0,一次性内裤就是棉布呀，不过稀一点而已，洗一两次就变形
无所谓,2023.07.16,未知,24,不仅旧的内内可以带去旅游，还有 bra，洗的麻烦，穿了就丢[笑哭R]反正几个月就得换新的?
momo,2023.07.16,未知,1,对对！我一直不理解一次性内裤为什么那么贵……
momo,2023.07.16,未知,0,有链接吗
越来越有钱,2023.07.16,未知,0,我特地买了夏天那种很薄很薄的内裤，在酒店手洗了晾在空调吹得到的地方，一晚上就干了。
啊～是黑山姥姥?,2023.07.16,未知,4,买回来洗干净晾干收起来这个工序我这种懒人是懒得做的，主打一个省事，买来就可以用
YS78182,2023.07.16,未知,0,有链接吗？
茶喵chamiao,2023.07.16,未知,1,一次性的应该有菌群数量之类的卫生标准吧，普通的一般是洗过才穿可能没有这项标准
